damageStats_blue,goldPerSecond_blue,jungleMinionsKilled_blue,level_blue,minionsKilled_blue,totalGold_blue,xp_blue,kill_blue,death_blue,assi_blue,tower_blue,tower_shield_blue,win_blue,damageStats_red,goldPerSecond_red,jungleMinionsKilled_red,level_red,minionsKilled_red,totalGold_red,xp_red,kill_red,death_red,assi_red,tower_red,tower_shield_red,win_red,dragon_blue,junr_blue,dragon_red,junr_red
25807,30,88,47,426,26215,30206,7.0,8.0,10.0,0.0,6.0,0.0,30041,30,100,48,396,30043,31459,8.0,7.0,11.0,1.0,10.0,1.0,2.0,0.0,0.0,1.0
48620,30,104,50,395,36750,34881,23.0,8.0,20.0,3.0,14.0,1.0,29427,30,58,43,294,23782,25519,8.0,23.0,11.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
31040,30,99,45,342,27209,28192,9.0,18.0,11.0,0.0,7.0,0.0,37474,30,67,47,335,31807,29908,18.0,9.0,25.0,2.0,12.0,1.0,0.0,0.0,1.0,1.0
32285,30,82,48,343,27150,32239,15.0,13.0,13.0,0.0,5.0,1.0,28081,30,85,46,329,26737,28812,13.0,15.0,10.0,1.0,8.0,0.0,0.0,,1.0,
34947,30,80,47,338,28169,29480,11.0,9.0,18.0,0.0,8.0,1.0,29638,30,76,45,343,29200,27741,9.0,11.0,7.0,2.0,11.0,0.0,,0.0,,1.0
31268,30,56,46,343,28635,29897,13.0,18.0,13.0,,7.0,0.0,33551,30,86,48,340,30147,31297,18.0,13.0,17.0,,10.0,1.0,0.0,1.0,1.0,0.0
19463,20,57,40,237,20698,21000,6.0,16.0,6.0,0.0,3.0,0.0,29096,30,62,44,315,31450,26948,15.0,6.0,22.0,9.0,15.0,1.0,,0.0,,1.0
28641,30,100,46,322,27523,29428,12.0,18.0,12.0,0.0,5.0,0.0,37968,30,120,51,359,33032,33792,18.0,12.0,12.0,2.0,13.0,1.0,0.0,0.0,2.0,1.0
26256,30,76,49,342,30618,31557,15.0,9.0,14.0,,11.0,1.0,28058,30,73,45,302,24678,27745,9.0,15.0,13.0,,2.0,0.0,0.0,1.0,1.0,0.0
26033,30,88,47,365,27452,29525,9.0,7.0,9.0,2.0,11.0,1.0,27657,30,77,46,326,23900,29104,7.0,9.0,8.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
38776,30,88,46,311,34525,30346,23.0,12.0,35.0,2.0,9.0,1.0,29337,30,57,44,320,26029,26960,12.0,23.0,14.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0
36943,30,103,48,362,32519,30922,18.0,5.0,25.0,3.0,14.0,1.0,20598,30,67,42,332,21685,25040,5.0,18.0,9.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0
25517,30,79,46,326,25717,28815,12.0,10.0,14.0,,2.0,0.0,35211,30,92,48,350,28304,30146,10.0,12.0,12.0,,8.0,1.0,1.0,,0.0,
35295,30,80,47,313,30425,30458,21.0,14.0,29.0,1.0,6.0,1.0,31668,30,87,45,349,27670,29395,14.0,21.0,12.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0
35778,30,64,45,356,26833,27530,12.0,19.0,16.0,0.0,5.0,0.0,33815,30,104,47,377,33874,31780,19.0,12.0,19.0,4.0,15.0,1.0,1.0,0.0,0.0,1.0
28895,30,76,47,365,27600,29474,11.0,14.0,14.0,0.0,6.0,1.0,36138,30,87,49,380,30871,32588,14.0,11.0,10.0,2.0,10.0,0.0,1.0,1.0,1.0,0.0
28595,30,75,47,382,26982,30703,6.0,6.0,10.0,,6.0,1.0,21108,30,88,46,380,24813,28504,5.0,7.0,3.0,,4.0,0.0,0.0,0.0,1.0,1.0
25117,30,77,47,321,26585,29592,12.0,10.0,15.0,1.0,6.0,0.0,29869,30,98,49,371,28868,32119,10.0,12.0,12.0,1.0,9.0,1.0,1.0,0.0,1.0,1.0
38316,30,70,47,383,29588,30147,17.0,11.0,12.0,1.0,9.0,1.0,25270,30,101,45,285,25384,28169,11.0,17.0,12.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0
23631,30,103,47,358,26136,30367,7.0,6.0,7.0,1.0,7.0,1.0,19516,30,79,45,366,24677,28832,6.0,7.0,4.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0
23077,30,65,47,366,25749,30281,8.0,14.0,6.0,1.0,6.0,0.0,31129,30,84,47,400,28389,31780,14.0,8.0,13.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0
26516,30,87,46,380,29760,29589,13.0,13.0,12.0,1.0,10.0,1.0,25317,30,76,45,358,27116,28813,13.0,13.0,13.0,0.0,7.0,0.0,0.0,0.0,2.0,1.0
34868,30,108,49,445,32077,33081,15.0,8.0,14.0,0.0,11.0,1.0,23642,30,100,45,343,26393,28767,8.0,15.0,10.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0
27786,30,92,46,355,29339,29896,10.0,8.0,15.0,,10.0,1.0,22291,30,86,45,340,24572,27685,8.0,10.0,16.0,,4.0,0.0,0.0,1.0,1.0,0.0
27366,30,102,46,354,29571,30372,13.0,10.0,11.0,1.0,8.0,1.0,29121,30,78,44,286,25007,26917,10.0,13.0,16.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0
33213,30,68,48,356,30794,30825,15.0,13.0,15.0,1.0,6.0,1.0,31991,30,78,46,360,27603,28968,13.0,15.0,10.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0
26580,30,88,45,326,27735,27748,14.0,17.0,11.0,,6.0,0.0,33316,30,100,48,289,30936,31082,17.0,14.0,23.0,,4.0,1.0,0.0,1.0,1.0,0.0
20551,30,96,47,398,26319,30576,8.0,12.0,10.0,0.0,9.0,0.0,27659,30,99,48,327,28207,30181,12.0,8.0,17.0,1.0,7.0,1.0,0.0,0.0,2.0,1.0
34584,30,68,46,360,28744,29672,13.0,9.0,18.0,,8.0,1.0,26029,30,63,44,347,25086,27500,9.0,13.0,12.0,,5.0,0.0,1.0,1.0,0.0,0.0
21890,30,62,44,305,24032,26849,9.0,18.0,8.0,0.0,1.0,0.0,38267,30,86,52,378,34837,34383,18.0,9.0,24.0,4.0,12.0,1.0,,0.0,,1.0
29253,30,59,44,301,26242,25859,10.0,23.0,16.0,0.0,3.0,0.0,44085,30,96,49,312,34574,32610,23.0,10.0,32.0,1.0,11.0,1.0,0.0,0.0,1.0,1.0
19033,30,82,45,339,26029,28005,9.0,18.0,4.0,1.0,8.0,0.0,29686,30,117,49,322,30982,32649,18.0,9.0,21.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0
34550,30,118,48,391,31174,33424,18.0,7.0,17.0,,8.0,1.0,23711,30,79,46,348,24794,28205,7.0,18.0,6.0,,2.0,0.0,2.0,,0.0,
29623,30,74,46,350,28713,28470,18.0,10.0,29.0,0.0,8.0,0.0,24408,30,99,45,332,27593,28374,10.0,18.0,16.0,1.0,10.0,1.0,1.0,0.0,0.0,1.0
34196,30,84,49,383,31645,33573,19.0,11.0,15.0,1.0,12.0,0.0,27049,30,96,47,363,27841,30514,11.0,19.0,12.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0
27290,30,76,46,370,26694,29209,12.0,6.0,10.0,,5.0,1.0,18895,30,88,47,349,27005,29766,6.0,12.0,7.0,,7.0,0.0,1.0,0.0,1.0,1.0
31027,30,79,48,373,27629,31610,11.0,15.0,10.0,,7.0,1.0,30267,30,80,48,368,27306,31688,15.0,11.0,17.0,,3.0,0.0,0.0,0.0,1.0,1.0
21126,30,81,42,321,22608,25488,5.0,21.0,6.0,0.0,4.0,0.0,39899,30,100,49,400,34252,33686,21.0,5.0,35.0,3.0,15.0,1.0,1.0,1.0,1.0,0.0
18867,30,92,47,363,25006,29413,7.0,11.0,9.0,,5.0,0.0,21084,30,116,48,363,27135,30722,11.0,7.0,13.0,,8.0,1.0,1.0,0.0,0.0,1.0
30477,30,68,45,349,28252,28517,13.0,16.0,14.0,0.0,9.0,0.0,30700,30,92,48,344,31363,32020,16.0,13.0,24.0,1.0,7.0,1.0,1.0,0.0,0.0,1.0
19050,30,80,46,338,27140,29818,12.0,9.0,13.0,1.0,6.0,0.0,25530,30,92,46,341,25639,29254,9.0,12.0,12.0,0.0,5.0,1.0,0.0,1.0,2.0,0.0
35546,30,80,48,331,29219,31692,17.0,6.0,25.0,,5.0,1.0,33815,30,96,44,383,24400,27996,6.0,17.0,8.0,,1.0,0.0,1.0,1.0,1.0,0.0
23605,30,93,46,349,25771,28985,8.0,10.0,9.0,0.0,8.0,0.0,22988,30,74,48,395,29647,30569,10.0,8.0,11.0,2.0,13.0,1.0,1.0,0.0,0.0,1.0
25165,30,109,49,398,30608,32520,15.0,4.0,10.0,2.0,14.0,1.0,15044,30,61,41,300,21521,24749,4.0,16.0,4.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0
30332,30,86,46,325,23744,27997,9.0,24.0,9.0,0.0,2.0,0.0,37081,30,76,50,384,32909,34009,22.0,9.0,21.0,3.0,15.0,1.0,1.0,0.0,0.0,1.0
27961,30,72,45,412,26857,29155,6.0,8.0,7.0,0.0,8.0,0.0,23644,30,112,47,381,27171,30027,8.0,6.0,14.0,1.0,7.0,1.0,0.0,0.0,1.0,1.0
26438,30,81,44,305,25498,26358,12.0,17.0,16.0,0.0,4.0,0.0,31035,30,91,47,327,30738,31416,17.0,12.0,18.0,2.0,11.0,1.0,1.0,0.0,1.0,1.0
36219,30,109,49,365,30017,32481,15.0,10.0,15.0,1.0,10.0,1.0,24957,30,83,45,295,25279,28346,10.0,15.0,6.0,2.0,7.0,0.0,,0.0,,1.0
26680,30,79,45,356,27771,28536,12.0,15.0,15.0,,6.0,1.0,27216,30,61,41,290,24783,25505,15.0,12.0,16.0,,2.0,0.0,0.0,1.0,2.0,0.0
31194,20,89,49,359,32231,32166,18.0,12.0,24.0,1.0,12.0,1.0,36248,30,94,46,351,28517,30236,12.0,18.0,24.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0
36939,20,78,48,329,31613,31761,21.0,10.0,22.0,1.0,13.0,0.0,26229,30,86,43,217,24199,25550,10.0,21.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
29402,30,94,44,310,24644,26803,6.0,19.0,13.0,0.0,3.0,0.0,33102,30,102,49,393,32351,32613,19.0,6.0,28.0,1.0,10.0,1.0,1.0,1.0,1.0,0.0
25161,30,70,45,360,25771,28560,5.0,9.0,5.0,1.0,11.0,1.0,24636,30,78,45,347,23783,27830,9.0,5.0,5.0,0.0,4.0,0.0,,1.0,,0.0
25944,30,68,44,317,22645,25431,5.0,21.0,7.0,0.0,2.0,0.0,33364,30,118,51,398,35020,34892,21.0,5.0,16.0,3.0,14.0,1.0,0.0,0.0,1.0,1.0
34663,30,93,49,308,31650,32736,21.0,5.0,23.0,1.0,8.0,1.0,21833,20,88,43,318,22445,26277,5.0,21.0,4.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0
42502,30,57,43,262,27520,27074,14.0,27.0,12.0,1.0,5.0,0.0,45926,30,92,48,315,35122,32496,27.0,14.0,20.0,2.0,11.0,1.0,0.0,0.0,1.0,1.0
23276,30,94,45,321,26916,27026,12.0,13.0,16.0,1.0,7.0,0.0,23392,30,88,45,365,28926,29346,13.0,12.0,14.0,1.0,9.0,1.0,1.0,0.0,0.0,1.0
26812,30,73,44,282,26783,27799,12.0,19.0,11.0,0.0,5.0,0.0,32897,30,74,46,336,31112,29277,19.0,12.0,17.0,1.0,10.0,1.0,0.0,0.0,1.0,1.0
34274,30,78,47,346,33674,30723,24.0,13.0,25.0,2.0,11.0,1.0,33932,30,72,45,259,26148,28659,13.0,24.0,15.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0
25189,30,92,46,358,29031,28778,10.0,11.0,16.0,3.0,10.0,0.0,30005,30,76,46,335,27564,27591,11.0,10.0,13.0,2.0,11.0,1.0,0.0,1.0,2.0,0.0
34308,30,96,48,392,32027,32084,18.0,13.0,15.0,2.0,12.0,1.0,27740,30,80,46,355,26747,28974,13.0,18.0,10.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0
20343,30,79,47,376,26184,30032,10.0,9.0,5.0,,8.0,0.0,22307,30,92,48,361,26756,31810,9.0,10.0,4.0,,5.0,1.0,0.0,1.0,1.0,0.0
25309,30,71,45,332,26937,28642,14.0,11.0,24.0,,6.0,1.0,24713,20,72,45,330,25269,28793,11.0,14.0,14.0,,2.0,0.0,0.0,0.0,2.0,1.0
31308,30,71,45,379,27441,29179,8.0,13.0,8.0,0.0,8.0,0.0,32865,30,107,46,316,29997,29839,13.0,8.0,21.0,1.0,10.0,1.0,0.0,0.0,2.0,1.0
33653,30,70,45,347,25110,28103,9.0,11.0,7.0,0.0,7.0,0.0,30777,30,93,49,356,29989,32653,11.0,9.0,12.0,1.0,8.0,1.0,0.0,0.0,1.0,1.0
28057,30,84,41,279,22658,24501,7.0,21.0,8.0,0.0,2.0,0.0,41362,30,95,48,311,32649,31139,21.0,7.0,36.0,2.0,13.0,1.0,0.0,0.0,2.0,1.0
25707,30,71,45,357,25275,27202,8.0,7.0,11.0,1.0,5.0,0.0,22621,30,89,46,374,24884,29826,7.0,8.0,6.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0
28248,30,96,49,407,29255,32264,11.0,6.0,11.0,1.0,9.0,1.0,25254,30,96,48,387,23941,30616,6.0,11.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
23835,30,76,44,331,24929,27408,7.0,19.0,8.0,,2.0,0.0,34586,30,92,49,345,31035,32662,19.0,7.0,24.0,,6.0,1.0,0.0,1.0,1.0,0.0
17117,30,94,48,390,25710,30217,5.0,16.0,7.0,0.0,7.0,0.0,25334,30,90,49,389,30364,33107,16.0,5.0,30.0,1.0,9.0,1.0,1.0,1.0,1.0,0.0
41364,30,83,47,338,29347,30748,14.0,12.0,21.0,1.0,5.0,1.0,31162,30,96,48,323,26967,30508,12.0,14.0,18.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
26841,30,75,46,282,24564,29107,11.0,10.0,13.0,,1.0,0.0,30822,30,92,47,346,26443,29861,10.0,11.0,9.0,,8.0,1.0,1.0,0.0,0.0,1.0
27846,30,88,46,351,25737,29139,8.0,16.0,5.0,1.0,6.0,0.0,33359,30,119,50,378,32293,33143,16.0,8.0,17.0,1.0,9.0,1.0,0.0,0.0,1.0,1.0
22480,30,65,42,324,24787,25924,9.0,12.0,13.0,1.0,6.0,0.0,28770,30,89,45,352,27907,28847,11.0,9.0,14.0,1.0,8.0,1.0,0.0,1.0,1.0,0.0
40001,30,76,47,311,29309,31039,15.0,6.0,14.0,1.0,8.0,1.0,25663,30,64,42,326,23131,25630,6.0,15.0,6.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0
22511,30,92,45,364,26453,28293,9.0,12.0,9.0,,7.0,0.0,23696,30,88,45,341,27230,30111,12.0,9.0,20.0,,2.0,1.0,0.0,1.0,2.0,0.0
10849,0,35,39,275,18689,21875,4.0,13.0,4.0,0.0,1.0,0.0,19450,30,134,48,336,30812,31124,13.0,4.0,9.0,6.0,15.0,1.0,0.0,0.0,2.0,1.0
26566,30,80,45,368,27913,29291,12.0,8.0,15.0,,7.0,1.0,19148,30,68,43,328,24791,26617,8.0,12.0,12.0,,6.0,0.0,0.0,,1.0,
27486,30,80,46,243,27502,28807,13.0,11.0,18.0,1.0,10.0,1.0,28830,30,81,46,316,27266,29171,11.0,13.0,7.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0
26431,30,111,46,362,27840,29721,7.0,8.0,7.0,1.0,8.0,0.0,23856,30,78,44,305,24688,27095,8.0,7.0,15.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0
26768,30,60,48,373,28455,30576,19.0,4.0,17.0,0.0,9.0,1.0,25687,30,82,46,356,26502,29091,4.0,19.0,4.0,1.0,5.0,0.0,2.0,1.0,0.0,0.0
23797,30,75,45,332,24016,28181,7.0,9.0,10.0,0.0,2.0,0.0,26210,30,108,48,396,27993,32882,9.0,7.0,7.0,1.0,6.0,1.0,0.0,0.0,2.0,1.0
32705,30,64,48,332,29927,30592,18.0,10.0,16.0,2.0,12.0,1.0,26344,30,94,46,305,26586,29749,10.0,18.0,6.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0
25453,30,126,49,423,29471,32517,9.0,4.0,15.0,1.0,9.0,1.0,20747,30,57,45,314,22115,27185,4.0,9.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
29863,30,93,49,400,31297,31383,14.0,8.0,14.0,4.0,12.0,1.0,20933,30,87,46,358,25573,29870,8.0,14.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
25702,30,141,50,326,28641,33190,12.0,4.0,16.0,1.0,8.0,1.0,22051,30,79,45,376,22475,28940,4.0,13.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0
28943,30,103,48,376,28584,30954,13.0,11.0,19.0,1.0,8.0,1.0,27103,30,71,48,407,28522,31678,11.0,13.0,16.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0
34417,30,70,48,349,28966,31027,12.0,12.0,19.0,0.0,6.0,0.0,29539,30,79,46,364,29144,30332,12.0,12.0,17.0,1.0,7.0,1.0,1.0,0.0,1.0,1.0
28235,30,81,49,370,32016,33585,12.0,11.0,10.0,2.0,12.0,1.0,28969,30,76,46,339,27556,29627,11.0,12.0,12.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0
19253,30,79,45,367,24077,28732,5.0,3.0,7.0,,6.0,0.0,18735,30,95,45,366,23378,27821,3.0,5.0,1.0,,5.0,1.0,0.0,1.0,2.0,0.0
37257,30,106,49,404,29865,32862,14.0,7.0,16.0,,8.0,1.0,26368,30,80,46,368,26735,30058,7.0,14.0,6.0,,9.0,0.0,2.0,0.0,0.0,1.0
32587,30,111,50,392,33338,34268,18.0,5.0,16.0,2.0,14.0,1.0,25503,30,83,43,274,22398,26609,5.0,18.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
27536,30,72,43,336,23572,27292,4.0,13.0,4.0,,5.0,0.0,25949,30,85,48,367,29750,31742,13.0,4.0,22.0,,9.0,1.0,0.0,0.0,2.0,1.0
30168,30,64,46,398,31456,30411,17.0,12.0,17.0,2.0,11.0,1.0,35468,30,93,47,337,28165,28703,12.0,17.0,18.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0
40137,30,75,47,351,29953,29616,15.0,9.0,20.0,1.0,10.0,1.0,28248,30,92,46,369,26644,29337,9.0,15.0,10.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0
24503,30,79,43,363,26371,26692,9.0,11.0,16.0,1.0,8.0,0.0,27902,30,92,45,334,27169,27781,11.0,9.0,23.0,1.0,9.0,1.0,1.0,0.0,0.0,1.0
41079,30,103,53,369,36156,36744,24.0,5.0,18.0,3.0,15.0,1.0,26750,30,77,44,282,23327,27501,5.0,24.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
30804,30,105,46,368,28723,30253,14.0,5.0,22.0,1.0,10.0,1.0,25044,30,73,43,356,23537,26023,5.0,15.0,12.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0
37266,30,82,48,380,28680,31450,13.0,20.0,9.0,,5.0,1.0,37725,30,84,49,358,32447,31690,20.0,13.0,30.0,,6.0,0.0,0.0,0.0,1.0,1.0
26613,30,96,44,297,26189,27198,12.0,13.0,24.0,,3.0,0.0,24987,30,77,45,365,28143,28319,13.0,12.0,27.0,,6.0,1.0,1.0,1.0,1.0,0.0
24960,30,75,43,359,26572,26267,9.0,5.0,12.0,1.0,6.0,1.0,21754,30,79,43,344,23131,25995,5.0,9.0,8.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0
34458,30,94,51,391,32990,34524,19.0,8.0,15.0,1.0,12.0,1.0,24983,30,82,45,308,25392,29517,8.0,20.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0
29422,30,79,46,324,28722,29699,11.0,15.0,14.0,1.0,8.0,1.0,30850,30,88,46,301,26729,28829,15.0,11.0,15.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0
30459,30,100,46,310,26094,28445,11.0,21.0,12.0,,4.0,0.0,43621,30,68,45,292,29175,28192,20.0,11.0,26.0,,7.0,1.0,1.0,1.0,0.0,0.0
34038,30,84,46,315,25844,29599,15.0,6.0,17.0,,3.0,1.0,26939,30,84,46,356,25066,27830,6.0,15.0,9.0,,3.0,0.0,0.0,,1.0,
36527,30,84,46,311,32606,28820,20.0,10.0,31.0,2.0,11.0,1.0,28170,30,59,44,320,24308,25933,10.0,20.0,8.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0
28604,30,56,49,382,30383,32383,18.0,7.0,23.0,,8.0,1.0,27231,30,75,43,357,25748,27537,7.0,18.0,8.0,,6.0,0.0,1.0,0.0,0.0,1.0
20376,30,97,44,367,24306,27650,4.0,8.0,5.0,0.0,6.0,0.0,22146,30,90,48,373,27100,31073,8.0,4.0,13.0,1.0,10.0,1.0,0.0,1.0,1.0,0.0
24682,30,94,47,356,25424,29721,8.0,7.0,11.0,0.0,6.0,0.0,17628,30,68,44,308,24339,26600,7.0,8.0,8.0,1.0,8.0,1.0,0.0,0.0,1.0,1.0
33365,30,100,47,330,29208,31207,16.0,10.0,17.0,2.0,6.0,1.0,20707,30,79,46,378,26464,28888,9.0,17.0,11.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0
29100,30,57,45,306,29970,28833,16.0,11.0,23.0,1.0,9.0,1.0,23792,30,108,45,312,28524,28310,11.0,16.0,19.0,2.0,10.0,0.0,0.0,0.0,1.0,1.0
24990,30,79,46,382,26935,29339,8.0,9.0,7.0,1.0,9.0,1.0,25220,30,89,47,389,26320,30611,9.0,8.0,11.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0
31400,30,76,47,373,26013,29615,8.0,12.0,9.0,0.0,3.0,0.0,33717,30,106,51,395,31064,34602,12.0,8.0,14.0,1.0,11.0,1.0,,0.0,,1.0
29419,30,107,47,354,25804,29293,8.0,20.0,6.0,0.0,5.0,0.0,34378,30,68,50,365,31586,32581,20.0,8.0,25.0,1.0,8.0,1.0,1.0,0.0,0.0,1.0
28977,30,75,45,338,26640,28049,9.0,7.0,11.0,1.0,9.0,1.0,23070,30,74,47,390,26655,30473,7.0,9.0,7.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0
27147,30,56,43,353,23443,25271,6.0,14.0,7.0,0.0,4.0,0.0,30698,30,112,50,345,31660,32917,14.0,6.0,13.0,2.0,12.0,1.0,,0.0,,1.0
22937,30,65,44,293,23513,27448,8.0,16.0,12.0,0.0,1.0,0.0,37407,30,88,48,336,31401,31647,16.0,8.0,18.0,2.0,13.0,1.0,0.0,0.0,1.0,1.0
22313,30,124,49,440,29733,33243,9.0,5.0,11.0,1.0,11.0,1.0,18786,30,76,46,416,25379,30855,5.0,9.0,7.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0
12176,30,95,46,390,21877,28112,,,,,2.0,0.0,17926,30,106,48,425,23799,31340,,,,,3.0,1.0,0.0,1.0,1.0,0.0
34291,30,72,49,357,30047,32191,17.0,11.0,22.0,1.0,6.0,0.0,31994,30,102,50,416,30751,32311,11.0,17.0,14.0,2.0,12.0,1.0,1.0,1.0,1.0,0.0
28675,30,108,48,367,28382,30931,12.0,12.0,10.0,,9.0,1.0,26204,30,76,47,366,25299,30316,11.0,12.0,11.0,,3.0,0.0,0.0,1.0,1.0,0.0
28268,30,74,46,359,28731,29370,14.0,13.0,18.0,,6.0,0.0,26248,30,72,48,350,28000,32359,13.0,14.0,13.0,,5.0,1.0,0.0,1.0,1.0,0.0
37241,30,69,50,374,30941,32678,13.0,22.0,16.0,,6.0,1.0,34126,30,96,49,378,31547,32249,22.0,13.0,25.0,,7.0,0.0,1.0,1.0,1.0,0.0
25181,30,82,47,396,25361,30744,8.0,10.0,7.0,0.0,4.0,0.0,23195,30,76,46,336,27632,29917,10.0,8.0,9.0,2.0,10.0,1.0,,,,
27550,30,76,45,346,26842,28202,16.0,10.0,22.0,,3.0,1.0,28736,30,93,46,360,27409,30186,10.0,16.0,15.0,,7.0,0.0,1.0,0.0,1.0,1.0
27108,30,71,43,314,23781,27143,8.0,8.0,14.0,0.0,5.0,0.0,25554,30,100,44,342,27379,27450,8.0,8.0,9.0,2.0,12.0,1.0,1.0,0.0,0.0,1.0
24934,30,68,45,327,25986,26881,10.0,14.0,16.0,0.0,5.0,0.0,26373,30,74,48,333,28998,31329,14.0,10.0,14.0,1.0,11.0,1.0,,0.0,,1.0
29387,20,69,43,311,27024,26767,12.0,7.0,14.0,2.0,10.0,1.0,23695,30,67,43,275,22244,26394,7.0,12.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
19464,0,68,45,338,21527,26533,4.0,8.0,3.0,0.0,0.0,0.0,25116,30,118,50,435,32314,33942,8.0,5.0,9.0,3.0,15.0,1.0,0.0,0.0,2.0,1.0
31180,30,71,47,399,26719,30578,12.0,11.0,14.0,,3.0,1.0,24378,30,72,46,313,24215,27346,10.0,12.0,15.0,,0.0,0.0,1.0,0.0,0.0,1.0
27280,30,77,48,382,27245,30386,11.0,6.0,16.0,1.0,6.0,1.0,19219,30,96,47,386,25115,28609,6.0,11.0,3.0,1.0,6.0,0.0,0.0,0.0,2.0,1.0
41455,30,99,49,337,33145,31806,17.0,11.0,30.0,3.0,11.0,1.0,25586,30,85,42,301,25435,25724,11.0,17.0,19.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0
21868,20,84,43,307,23094,26253,7.0,19.0,8.0,0.0,4.0,0.0,36423,30,113,51,415,34497,34292,19.0,7.0,30.0,1.0,12.0,1.0,0.0,0.0,2.0,1.0
27427,30,76,45,322,26982,27003,11.0,19.0,10.0,1.0,10.0,0.0,28439,30,84,49,350,30406,32323,19.0,11.0,20.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0
21331,30,80,46,374,27073,29287,10.0,9.0,14.0,1.0,6.0,0.0,21505,30,100,47,386,26414,30008,9.0,10.0,8.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0
23013,30,106,46,364,28511,29707,11.0,12.0,15.0,1.0,7.0,0.0,25806,30,83,46,322,27314,28530,12.0,11.0,15.0,0.0,7.0,1.0,0.0,0.0,1.0,1.0
30317,30,103,49,402,29604,31767,12.0,4.0,14.0,1.0,11.0,1.0,16891,30,88,45,367,22220,27492,3.0,12.0,4.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0
29056,30,70,45,291,23224,27228,9.0,14.0,14.0,0.0,3.0,0.0,29371,30,82,45,318,27693,28960,14.0,9.0,19.0,1.0,8.0,1.0,0.0,0.0,2.0,1.0
27330,30,110,48,428,30985,32310,9.0,3.0,12.0,3.0,15.0,1.0,16434,30,83,44,319,21220,25626,3.0,9.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
24584,30,88,44,329,24376,26982,8.0,13.0,16.0,,2.0,0.0,29600,30,103,47,339,25895,29859,13.0,8.0,26.0,,5.0,1.0,1.0,1.0,1.0,0.0
24182,30,101,49,402,26297,31978,8.0,4.0,4.0,,5.0,0.0,28350,30,68,48,369,23962,30554,4.0,8.0,4.0,,4.0,1.0,0.0,1.0,1.0,0.0
27646,20,115,49,396,26958,32850,11.0,5.0,11.0,,6.0,1.0,22660,30,94,46,348,23987,28574,5.0,11.0,4.0,,4.0,0.0,1.0,0.0,0.0,1.0
31368,30,84,48,370,25351,30549,10.0,16.0,5.0,0.0,3.0,0.0,27869,30,92,48,372,29720,31750,16.0,10.0,17.0,1.0,10.0,1.0,0.0,0.0,2.0,1.0
22010,30,87,46,368,23791,29629,5.0,7.0,4.0,0.0,3.0,0.0,18640,30,108,49,421,28327,31372,7.0,5.0,11.0,1.0,11.0,1.0,1.0,0.0,1.0,1.0
